pop_cat,offer_cat,mode,time,Akaki Kality,Nifas Silk Lafto,Kolfe Keraniyo,Bole,Lideta,Kirkos,Yeka,Addis Ketema,Arada,Gulele,Lemi Kura
total,unhealthy_offers,multimodal,300s,9229.582206000001,58785.49704299999,47608.49845100001,53402.607305000005,48604.366323999995,111642.358355,37806.056909,108060.581245,79419.50417600002,53003.857505,25500.291233999997
men,unhealthy_offers,multimodal,300s,4514.721568999999,27708.493272999996,22934.762097999996,25098.766495,23103.118014,52230.776641,17641.178643,52771.28110600001,37239.603597,25628.491702,11933.054713
women,unhealthy_offers,multimodal,300s,4714.860637000002,31077.003769999996,24673.736356,28303.84081,25501.248310000003,59411.581714,20164.878266000003,55289.301315,42179.900583999995,27375.365809999996,13567.236521
youth,unhealthy_offers,multimodal,300s,2546.3793809999997,16681.471419,13445.375595999998,15682.821476999998,14230.345894,32482.871154999993,10629.359633,33678.133791,23436.136399,15251.067850999998,7282.151514
children_u5,unhealthy_offers,multimodal,300s,744.0130449999999,4761.627627,4072.520876,4200.898276999999,2918.197201,6281.7357090000005,2733.220711,6336.496681999999,4286.532637,3739.460794,1961.43609
women_rep,unhealthy_offers,multimodal,300s,3006.972327,20634.999525000003,15908.946249999999,19341.734827,16834.172284,40300.32049,13453.671940999999,36062.492013999996,28447.327553000003,17989.632249,9141.808013999998
elderly,unhealthy_offers,multimodal,300s,427.3850170000001,2437.917147,1931.061075,2147.546577,2990.9560220000003,7076.771409999999,2024.5219039999997,6543.080873,5094.815320999999,2966.879972,1185.13124
total,unhealthy_offers,multimodal,600s,41321.61601500001,192897.79498999997,176637.39470399998,116820.522019,198859.42091199997,308121.345019,119024.04095100002,324469.392925,250948.02460900004,229709.261124,107571.90076400002
men,unhealthy_offers,multimodal,600s,20217.398627000002,90914.66502500001,85127.60659499999,54905.136469,94563.81455099999,144153.27826400002,55508.01708199999,158382.553032,117663.396577,111004.026427,50351.37861300001
women,unhealthy_offers,multimodal,600s,21104.217388,101983.12996500001,91509.78813,61915.385550000006,104295.60636100001,163968.066755,63516.023869000004,166086.843315,133284.628039,118705.234721,57220.522151000005
youth,unhealthy_offers,multimodal,600s,11395.484193,54740.41692299999,50068.92584099999,34305.502533,58125.80545,89659.45937499999,33277.209539999996,100858.20615299999,74049.91420000001,66139.17000000001,30768.40273199999
children_u5,unhealthy_offers,multimodal,600s,3331.632941,15634.116325000003,14723.112208999999,9189.931030999995,12233.482148,17344.073655,8819.468765,19228.781366,13527.241478,16077.2084,8284.790348
women_rep,unhealthy_offers,multimodal,600s,13453.124635,67721.056335,59004.24168500001,42309.059585,68766.65613700001,111232.27923999999,42316.059409999994,108302.985464,89904.045126,78072.835172,38586.625131999994
elderly,unhealthy_offers,multimodal,600s,1914.9562010000002,7988.898389000001,7516.385690000001,4698.0870190000005,11980.873022999998,19518.173325999993,6263.731129999999,19505.128923,16110.299829,12951.099928999998,4961.587197999999
total,unhealthy_offers,multimodal,900s,86201.716883,281422.400662,286613.2736,152866.139823,285033.38329699996,328608.60106499994,186374.10850400003,425603.86451900005,307320.19863400003,358688.113527,204215.04317400002
men,unhealthy_offers,multimodal,900s,42176.311209,132618.956389,138204.726076,71846.53238199998,135618.191787,153739.01422600003,86903.497324,207678.27933699999,144116.115539,173302.174283,95612.278993
women,unhealthy_offers,multimodal,900s,44025.405673999994,148803.44427300003,148408.547545,81019.607441,149415.19151200002,174869.586839,99470.61118000002,217925.589488,163204.083102,185385.93926800002,108602.764181
youth,unhealthy_offers,multimodal,900s,23772.532671,79869.15183899998,81076.4092,44890.23143400001,83332.653058,95622.78368499999,52024.18117199999,131756.55086599998,90674.51773800001,103263.24344099998,58510.32449400001
children_u5,unhealthy_offers,multimodal,900s,6950.052811,22811.377912999997,24231.542057000002,12025.630055999995,17538.531367,18505.194933,13894.705611,25784.727059999997,16582.833751,25058.337209,15749.326829999998
women_rep,unhealthy_offers,multimodal,900s,28064.563301000002,98824.69021900001,95586.316339,55363.22309199999,98433.24334799999,118629.23154599998,66238.694772,141991.842202,110076.823702,121958.80205900002,73298.327994
elderly,unhealthy_offers,multimodal,900s,3994.9106870000005,11648.425081000003,11920.574226,6147.771552000002,17189.815188,20807.334319999994,9770.250583000001,25162.551251,19723.342089,20272.689216000002,9342.246980000002
total,shop_kiosk,multimodal,300s,1120.390992,3453.344949,,,1550.689897,2225.993665,2149.051881,,5359.965949000001,,
men,shop_kiosk,multimodal,300s,548.322208,1626.261145,,,737.057782,1041.3550360000002,1002.2361119999999,,2513.0898530000004,,
women,shop_kiosk,multimodal,300s,572.0687840000002,1827.0838040000003,,,813.632115,1184.638629,1146.815769,,2846.876096,,
youth,shop_kiosk,multimodal,300s,308.853888,981.4756649999999,,,451.65358499999996,645.952131,601.7638529999999,,1583.450594,,
children_u5,shop_kiosk,multimodal,300s,90.34457600000002,276.841371,,,99.698782,128.308512,156.376339,,286.294307,,
women_rep,shop_kiosk,multimodal,300s,364.49952,1215.0797770000001,,,536.247766,802.4734960000001,765.0057609999999,,1920.9875240000001,,
elderly,shop_kiosk,multimodal,300s,51.968,145.423212,,,89.43504600000001,139.005554,115.24398199999999,,345.545102,,
total,shop_kiosk,multimodal,600s,9713.389761,19635.627943,,145.026938,10547.113638,15657.984725999999,12214.373342,,45663.34157800001,,
men,shop_kiosk,multimodal,600s,4753.757714,9252.432017,,68.232554,5003.126321999999,7325.259839000001,5694.377519,,21409.512106000002,,
women,shop_kiosk,multimodal,600s,4959.632047000001,10383.195925999999,,76.79438400000001,5543.987315999999,8332.724887,6519.995823000001,,24253.829471999998,,
youth,shop_kiosk,multimodal,600s,2677.6529040000005,5574.701450999999,,41.930202,3083.9212139999995,4549.898418,3405.6570300000003,,13488.488603999998,,
children_u5,shop_kiosk,multimodal,600s,783.2552079999999,1588.550687,,11.571302,641.2547959999999,896.1057380000001,910.85219,,2439.9147420000004,,
women_rep,shop_kiosk,multimodal,600s,3160.08066,6897.944493,,51.801722,3670.1259219999997,5649.150794,4341.320458,,16366.400176,,
elderly,shop_kiosk,multimodal,600s,450.544,815.0330560000001,,5.906958,637.837856,981.0514129999999,641.885828,,2943.509564,,
total,shop_kiosk,multimodal,900s,22917.997881,42733.074516,,703.927316,37605.37141,40836.725141999996,26016.121398000003,,96142.55451,2109.187326,
men,shop_kiosk,multimodal,900s,11216.126594000001,20138.591725,,330.982068,17837.947662000002,19105.670751,12128.505106,,45076.03918100001,1003.7224719999999,
women,shop_kiosk,multimodal,900s,11701.871287000002,22594.482791000002,,372.945248,19767.423748,21731.054391,13887.616292000002,,51066.515329,1105.464854,
youth,shop_kiosk,multimodal,900s,6317.716584,12129.359675999998,,205.40322000000003,10983.824052999998,11876.186686,7251.401022,,28392.409009,615.863156,
children_u5,shop_kiosk,multimodal,900s,1848.030568,3460.9993529999997,,55.699819999999995,2315.2821519999998,2318.5265719999998,1944.5799740000002,,5142.558089,127.976493,
women_rep,shop_kiosk,multimodal,900s,7455.967860000001,15006.808027000003,,253.50306,13083.223554999999,14737.342823,9245.682602,,34461.440155000004,737.627976,
elderly,shop_kiosk,multimodal,900s,1063.0240000000003,1771.1692980000003,,28.457532,2248.5860719999996,2571.635422,1364.259354,,6195.255486999999,129.398623,
total,shop_alcohol,multimodal,300s,,2652.5380880000002,902.7870679999999,6570.240860000001,273.31235100000004,105.874434,3587.8146720000004,1219.685145,3164.3172470000004,4626.210156,882.6654800000001
men,shop_alcohol,multimodal,300s,,1249.6387249999998,440.287996,3087.9567399999996,132.31874499999998,49.671028,1672.702929,596.5267800000001,1483.6313590000002,2238.692356,413.73542499999996
women,shop_alcohol,multimodal,300s,,1402.899363,462.49908000000005,3482.28412,140.993606,56.203406,1915.1117430000002,623.15838,1680.685888,2387.5178,468.930055
youth,shop_alcohol,multimodal,300s,,753.0518729999999,275.750484,1929.4922040000001,76.322519,30.982386,999.7161120000001,384.93548999999996,934.8081819999999,1306.095077,254.793768
children_u5,shop_alcohol,multimodal,300s,,215.030197,59.105475999999996,516.8458039999999,25.372659,7.3977879999999985,270.60792,66.90854999999999,169.017121,391.16985900000003,68.481608
women_rep,shop_alcohol,multimodal,300s,,932.065039,300.37409199999996,2379.656404,90.13868499999998,38.29828,1274.903112,407.19216,1134.076972,1542.3024369999998,317.67716800000005
elderly,shop_alcohol,multimodal,300s,,109.649033,49.995340000000006,264.21740400000004,9.509643,5.218987,185.96036999999998,77.282265,203.99650599999998,197.523042,38.912058
total,shop_alcohol,multimodal,600s,20.006982,14007.534216,8161.935492,29113.409795000003,1534.753971,5780.673357,11109.586202,6515.830921,21242.292549000005,12678.359322,10085.435187
men,shop_alcohol,multimodal,600s,9.791468,6609.686256,3959.895547,13683.052405,743.0206450000001,2706.359359,5179.756858999999,3179.074582,9958.678753000002,6135.295909999999,4717.280689
women,shop_alcohol,multimodal,600s,10.215514,7397.847960000001,4202.039966,15430.357390000001,791.733326,3074.3139979999996,5929.829343,3336.7564,11283.613796,6543.0634119999995,5368.154498000001
youth,shop_alcohol,multimodal,600s,5.515248,3972.066849,2341.295327,8549.777463,428.58029899999997,1684.6490009999998,3096.675186,1999.855588,6268.870873999999,3578.7323529999994,2871.049383
children_u5,shop_alcohol,multimodal,600s,1.613296,1135.254336,692.8570709999999,2290.196663,142.477239,344.901637,838.163474,416.52375199999994,1143.0407470000002,1073.868123,773.799591
women_rep,shop_alcohol,multimodal,600s,6.50892,4907.0832120000005,2698.728739,10544.501113,506.16338499999995,2088.012643,3948.198886,2169.011914,7611.912203999999,4225.957085,3611.483433
elderly,shop_alcohol,multimodal,600s,0.928,581.946408,332.769048,1170.7743630000002,53.400303,345.901819,574.9895239999998,368.413025,1364.6941419999998,539.558076,475.72669099999996
total,shop_alcohol,multimodal,900s,1300.45383,26905.865512,11189.39538,52466.304264000006,7890.974645,16935.279240999997,30760.626645,33797.010499,73175.71009300002,21656.851342,28755.847533000007
men,shop_alcohol,multimodal,900s,636.44542,12706.305818,5425.580107,24658.747682000005,3826.669993,7925.3926169999995,14342.92437,16482.154771,34304.778901000005,10463.598624,13457.515386000001
women,shop_alcohol,multimodal,900s,664.00841,14199.559694,5763.815293999999,27807.556582,4064.304685,9009.886623999999,16417.702275,17314.856026,38870.931192,11193.252718,15298.332147000001
youth,shop_alcohol,multimodal,900s,358.49112,7624.5531869999995,3186.713999,15407.525963999999,2316.550237,4929.353972999999,8578.269440999999,10318.673232999998,21588.812850000002,6131.101158999999,8215.821369000001
children_u5,shop_alcohol,multimodal,900s,104.86424000000001,2180.47441,973.9080629999999,4127.325713999999,594.2748119999999,983.4576809999999,2321.6177609999995,2217.2929249999997,3945.600115,1789.3763009999998,2212.704921
women_rep,shop_alcohol,multimodal,900s,423.07980000000003,9410.485034000001,3697.1880189999997,19002.255374000004,2626.77932,6114.418279,10933.775991000002,11244.404887000002,26220.43442,7250.739323,10310.729919000001
elderly,shop_alcohol,multimodal,900s,60.32,1120.695354,438.106632,2109.931242,381.711337,1042.8527069999998,1588.896411,1868.178503,4696.57867,956.396808,1333.3603710000002
total,shop_convenience,multimodal,300s,1660.579506,556.261761,,8316.269435,5343.179669,412.06709,8045.919817000001,10141.722409999998,2453.960314,3936.220479,1834.933693
men,shop_convenience,multimodal,300s,812.6918440000001,262.025148,,3908.5751650000007,2536.9946269999996,192.77753,3751.327559,4959.443229,1150.571258,1904.035017,859.6656459999999
women,shop_convenience,multimodal,300s,847.8876620000001,294.23661300000003,,4407.694270000001,2806.185042,219.28956,4294.592258000001,5182.279305,1303.389056,2032.185462,975.268047
youth,shop_convenience,multimodal,300s,457.765584,157.912623,,2442.2509590000004,1556.3381069999998,119.91320999999999,2242.636005,3199.5157109999996,724.9532839999999,1122.169272,527.965257
children_u5,shop_convenience,multimodal,300s,133.903568,45.101298,,654.196559,340.074007,23.10723,607.008613,556.447586,131.074502,303.546546,141.993769
women_rep,shop_convenience,multimodal,300s,540.24036,195.48823800000002,,3012.0454090000003,1853.2409290000003,148.76465000000002,2859.378155,3386.3693600000006,879.4882640000001,1324.9423740000002,659.6242070000001
elderly,shop_convenience,multimodal,300s,77.024,22.986810000000002,,334.432659,310.73923400000007,26.184219999999996,416.4845130000001,642.713086,158.201372,196.013025,82.217419
total,shop_convenience,multimodal,600s,6852.391335000001,8495.634168000002,,31945.85615,43241.926720999996,8395.13642,32527.264639,39957.081538,18017.234937,26860.058533999996,14743.745539000003
men,shop_convenience,multimodal,600s,3353.57779,4001.8386239999995,,15014.27785,20519.134316,3927.8779350000004,15166.036178000002,19514.708067000003,8447.615289000001,12992.176426000002,6898.656213
women,shop_convenience,multimodal,600s,3498.8135450000004,4493.7955440000005,,16931.5783,22722.792405,4467.258485,17361.228461000002,20442.373926,9569.619648,13867.882108,7845.089325999999
youth,shop_convenience,multimodal,600s,1888.9724400000002,2411.756424,,9381.586109999998,12568.962015,2442.8750519999994,9069.901778999998,12532.030107,5322.683322,7666.270864,4207.238967
children_u5,shop_convenience,multimodal,600s,552.5538799999999,688.8198239999999,,2513.0101099999997,2815.364946,476.84457399999997,2449.287151,2235.8792349999994,962.3627910000001,2047.6804359999999,1133.382583
women_rep,shop_convenience,multimodal,600s,2229.3051,2985.6385440000004,,11570.37661,15012.74123,3030.73707,11561.263792999998,13353.036643,6457.2954119999995,9051.409212,5284.170617000001
elderly,shop_convenience,multimodal,600s,317.84000000000003,351.07128,,1284.6791100000003,2454.030682,527.668427,1686.2062949999997,2504.6193500000004,1161.5311259999999,1360.148186,687.654683
total,shop_convenience,multimodal,900s,15585.438978000002,23278.711877,,52807.664235,118004.44601499998,32402.134611999998,61621.82019800001,80502.628582,62090.05269500001,66793.555742,49114.668998
men,shop_convenience,multimodal,900s,7627.553572000001,10965.355435999998,,24819.148365,56036.297149,15159.438499,28730.951065999998,39303.276379,29109.531685000005,32303.440434000004,22984.925206
women,shop_convenience,multimodal,900s,7957.885406000001,12313.356441000002,,27988.51587,61968.14886600001,17242.696113,32890.869132,41199.353092,32980.52101,34490.115308,26129.743791999997
youth,shop_convenience,multimodal,900s,4296.378192,6608.404011,,15508.103679,34357.135308,9424.162356,17180.148918,25160.400048999996,18328.967098,19128.4709,14031.090222000003
children_u5,shop_convenience,multimodal,900s,1256.7575840000002,1887.4209859999999,,4154.097279,7563.4307,1845.2457679999998,4639.891395999999,4604.2903289999995,3334.118929,4918.169248,3778.9646539999994
women_rep,shop_convenience,multimodal,900s,5070.4486799999995,8180.886566,,19126.254129,40909.173619999994,11695.496232000001,21901.300151999993,26897.446575,22250.212288,22583.588528000004,17609.955922
elderly,shop_convenience,multimodal,900s,722.912,961.9631699999999,,2123.6213790000006,6815.154202,2034.471564,3196.0556849999994,4967.805872,3992.8343139999997,3548.258042,2278.479054
total,shop_confectionery,multimodal,300s,,640.5438459999999,,1073.4842350000001,1500.176461,2966.8830479999997,,,,80.909038,607.876615
men,shop_confectionery,multimodal,300s,,301.72592799999995,,504.528365,709.590964,1387.998216,,,,39.119458,285.696785
women,shop_confectionery,multimodal,300s,,338.817918,,568.95587,790.585497,1578.884832,,,,41.78958,322.17983
youth,shop_confectionery,multimodal,300s,,181.838778,,315.25167899999997,430.957707,863.375112,,,,23.323356,178.516011
children_u5,shop_confectionery,multimodal,300s,,51.934827999999996,,84.44527899999999,110.064314,166.372056,,,,5.547032,47.81841099999999
women_rep,shop_confectionery,multimodal,300s,,225.10766800000002,,388.80212900000004,523.337078,1071.10548,,,,27.533816,220.16506100000004
elderly,shop_confectionery,multimodal,300s,,26.46966,,43.169379000000006,73.261666,188.52638399999998,,,,4.689946,24.445311000000004
